"Data.Column1,Bone v Brain.xlsx,Bone v Breast.xlsx,Bone v Liver.xlsx,Bone v Lung.xlsx,Bone v Lymph node.xlsx,Bone v Muscle.xlsx,Bone v Ovary.xlsx,Bone v Peritoneum.xlsx,Bone v Pleura.xlsx,Bone v Skin.xlsx,Brain v Breast.xlsx,Brain v Liver.xlsx,Brain v Lung.xlsx,Brain v Lymph Node.xlsx,Brain v Muscle.xlsx,Brain v Ovary.xlsx,Brain v Peritoneum.xlsx,Brain v Pleura.xlsx,Brain v Skin.xlsx,Breast v Liver.xlsx,Breast v Lung.xlsx,Breast v Lymph Node.xlsx,Breast v Muscle.xlsx,Breast v Ovary.xlsx,Breast v Peritonuem.xlsx,Breast v Pleura.xlsx,Breast v Skin.xlsx,Liver v Lung.xlsx,Liver v Lymph Node.xlsx,Liver v Muscle.xlsx,Liver v Ovary.xlsx,Liver v Peritoneum.xlsx,Liver v Pleura.xlsx,Liver v Skin.xlsx,Lung v Lymph Node.xlsx,Lung v Muscle.xlsx,Lung v Ovary.xlsx,Lung v Peritoneum.xlsx,Lung v Pleura.xlsx,Lung v Skin.xlsx,Lymph Node v Muscle.xlsx,Lymph Node v Ovary.xlsx,Lymph Node v Peritoneum.xlsx,Lymph Node v Pleura.xlsx,Lymph Node v Skin.xlsx,Muscle v Ovary.xlsx,Muscle v Peritoneum.xlsx,Muscle v Pleura.xlsx,Muscle v Skin.xlsx,Ovary v Peritoneum.xlsx,Ovary v Pleura.xlsx,Ovary v Skin.xlsx,Peritenum v Skin.xlsx,Peritoneum v Pleura.xlsx,Pleura v Skin.xlsx"
"AURKA,-0.170619,-0.326846,0.00753,-0.459146,-0.0269349,1.13109,1.15134,0.32317,0.4251647,0.153842,-0.15623,0.178147,-0.288526,0.143684,1.30171,1.32196,0.4937922,0.595784,0.324,0.334374,-0.1323,0.299911,1.45793,1.478182,0.65002,0.75201,0.480688,-0.46667,-0.034463,1.12356,1.14381,0.31564,0.417636,0.14631,0.43221,1.59023,1.61048,0.782319,0.8843102,0.61299,1.15802,1.17827,0.35011,0.4520996,0.180777,0.02025,-0.80792,-0.70592,-0.97725,-0.82816,-0.72617,-0.99749,-0.169331,0.101992,-0.271323"
"AURKB,0.201683,0.132617,0.81835,-0.111745,0.4227863,2.11225,1.41051,-0.13476,0.7900166,0.511954,-0.06907,0.616665,-0.313428,0.221103,1.91057,1.20883,-0.3364386,0.588334,0.31,0.6857316,-0.244362,0.29017,1.97964,1.277893,-0.26737,0.6574,0.379337,-0.93009,-0.395562,1.293905,0.59216,-0.9531,-0.028332,-0.30639,0.53453,2.224,1.52226,-0.02301,0.9017621,0.6237,1.68947,0.98772,-0.55754,0.3672304,0.089167,-0.70174,-2.24701,-1.32224,-1.6003,-1.54527,-0.62049,-0.89856,0.64671,0.924772,-0.278063"
"AXIN1,0.043085,0.59424,0.50648,0.364323,0.2540953,0.61131,0.90192,1.47381,0.5410433,0.832225,0.55116,0.463396,0.321238,0.211011,0.56822,0.85884,1.4307215,0.497959,0.789,-0.0877591,-0.229917,-0.340145,0.01707,0.307684,0.87957,-0.053197,0.237985,-0.14216,-0.252386,0.104828,0.39544,0.96733,0.034562,0.32574,-0.11023,0.24699,0.5376,1.109483,0.1767202,0.4679,0.35721,0.64783,1.21971,0.286948,0.57813,0.29062,0.8625,-0.07027,0.22092,0.57188,-0.36088,-0.0697,-0.641581,-0.932763,0.291182"
"AXIN2,-0.184599,0.423577,-0.00182,-0.874697,0.3518138,0.07597,-0.82299,1.66999,0.3728294,0.026251,0.60818,0.182778,-0.690098,0.536413,0.26057,-0.63839,1.8545892,0.557428,0.211,-0.425398,-1.298273,-0.071763,-0.34761,-1.246562,1.24641,-0.050747,-0.397325,-0.87288,0.353635,0.07779,-0.82116,1.67181,0.374651,0.02807,1.22651,0.95067,0.05171,2.544687,1.2475261,0.90095,-0.27584,-1.1748,1.31818,0.0210156,-0.325563,-0.89895,1.59402,0.29686,-0.04972,2.49298,1.19582,0.84924,-1.643739,-1.297161,-0.346578"
"B3GNT3,0.490647,-0.417732,0.61312,-0.423488,1.0313875,2.66103,1.72254,-1.34074,0.7134779,-0.127387,-0.90838,0.122476,-0.914135,0.54074,2.17039,1.2319,-1.8313828,0.222831,-0.618,1.0308559,-0.005756,1.44912,3.07877,2.140274,-0.923,1.13121,0.290346,-1.03661,0.418264,2.047911,1.10942,-1.95386,0.100354,-0.74051,1.45488,3.08452,2.14603,-0.917248,1.1369658,0.2961,1.62965,0.69115,-2.37212,-0.3179096,-1.158774,-0.93849,-4.00177,-1.94756,-2.78842,-3.06328,-1.00906,-1.84993,1.213349,2.054214,-0.840865"
"BAD,0.091925,0.402522,0.38543,-0.182199,0.4919864,0.8001,0.2379,0.50639,0.2790787,0.173564,0.3106,0.293502,-0.274124,0.400061,0.70818,0.14598,0.4144684,0.187153,0.0816,-0.017095,-0.584721,0.089464,0.39758,-0.164618,0.10387,-0.123443,-0.228958,-0.56763,0.106559,0.414677,-0.14752,0.12097,-0.106348,-0.21186,0.67418,0.9823,0.4201,0.688592,0.4612773,0.35576,0.30812,-0.25408,0.01441,-0.2129077,-0.318422,-0.5622,-0.29371,-0.52103,-0.62654,0.26849,0.04117,-0.06434,-0.33283,-0.227315,-0.105515"
"BAG1,0.512079,0.623539,0.37048,0.146235,0.4897833,0.28721,0.8778,1.15941,0.6744452,0.424571,0.11146,-0.141595,-0.365843,-0.022295,-0.22487,0.36572,0.6473339,0.162366,-0.0875,-0.2530557,-0.477304,-0.133756,-0.33633,0.254259,0.53587,0.050906,-0.198968,-0.22425,0.1193,-0.083274,0.50731,0.78893,0.303962,0.05409,0.34355,0.14097,0.73156,1.013177,0.5282097,0.27834,-0.20257,0.38801,0.66963,0.1846619,-0.065212,0.59059,0.8722,0.38724,0.13736,0.28161,-0.20335,-0.45323,-0.734842,-0.484967,-0.249874"
"BAIAP2L1,-0.434025,-0.206206,-0.26208,-0.257694,0.1934053,-0.75659,0.5575,0.97121,0.0401867,0.302551,0.22782,0.171947,0.17633,0.62743,-0.32256,0.99153,1.405233,0.474211,0.737,-0.0558716,-0.051488,0.399612,-0.55038,0.763709,1.17741,0.246393,0.508758,0.00438,0.455483,-0.494509,0.81958,1.23329,0.302265,0.56463,0.4511,-0.49889,0.8152,1.228903,0.297881,0.56025,-0.94999,0.3641,0.7778,-0.1532186,0.109146,1.31409,1.7278,0.79677,1.05914,0.41371,-0.51732,-0.25495,-0.668657,-0.931022,0.262365"
"BAIAP3,-0.187511,0.891506,-0.01654,-0.602762,0.3023192,-0.20062,1.65244,-0.07936,0.3523717,0.509625,1.07902,0.170974,-0.41525,0.48983,-0.01311,1.83995,0.1081552,0.539883,0.697,-0.9080434,-1.494268,-0.589187,-1.09213,0.760932,-0.97086,-0.539135,-0.381881,-0.58622,0.318856,-0.184087,1.66898,-0.06282,0.368909,0.52616,0.90508,0.40214,2.2552,0.523405,0.9551332,1.11239,-0.50294,1.35012,-0.38168,0.0500525,0.207306,1.85306,0.12127,0.553,0.71025,-1.73179,-1.30007,-1.14281,0.588981,0.431728,0.157253"
"BAMBI,1.0574,1.993922,0.25357,0.612183,1.5493939,4.24765,-0.06626,1.16173,0.9802005,2.840399,0.93652,-0.803829,-0.445217,0.491994,3.19025,-1.12366,0.104328,-0.077199,1.78,-1.7403511,-1.381739,-0.444528,2.25373,-2.060184,-0.83219,-1.013721,0.846477,0.35861,1.295823,3.994078,-0.31983,0.90816,0.72663,2.58683,0.93721,3.63547,-0.67845,0.549545,0.3680179,2.22822,2.69825,-1.61566,-0.38767,-0.5691933,1.291005,-4.31391,-3.08592,-3.26745,-1.40725,1.22799,1.04646,2.90666,1.678672,-0.181527,1.860199"
"BAX,0.432408,0.377035,0.36869,0.288766,0.4969609,0.12973,0.68715,0.45499,0.2836648,0.432407,-0.05537,-0.063721,-0.143642,0.064553,-0.30267,0.25475,0.0225857,-0.148743,-0.000000825,-0.008348,-0.088269,0.119926,-0.2473,0.310119,0.07796,-0.09337,0.055372,-0.07992,0.128274,-0.238953,0.31847,0.08631,-0.085022,0.06372,0.2082,-0.15903,0.39839,0.166228,-0.0051009,0.14364,-0.36723,0.19019,-0.04197,-0.2132961,-0.064554,0.55742,0.32526,0.15393,0.30267,-0.23216,-0.40349,-0.25475,-0.022587,-0.171328,0.148742"
"BBC3,0.324348,0.59734,0.39895,0.342819,0.6445085,-0.19791,1.16897,1.14954,0.3163831,0.679028,0.27299,0.074597,0.018471,0.320161,-0.52226,0.84462,0.8251882,-0.007965,0.355,-0.198395,-0.254521,0.047168,-0.79525,0.571631,0.5522,-0.280957,0.081688,-0.05613,0.245563,-0.596857,0.77003,0.75059,-0.082562,0.28008,0.30169,-0.54073,0.82615,0.806717,-0.0264357,0.33621,-0.84242,0.52446,0.50503,-0.3281253,0.034519,1.36688,1.34745,0.51429,0.87694,-0.01943,-0.85259,-0.48994,-0.470508,-0.833153,0.362645"
"BBOX1,-1.159611,-0.154275,-1.25757,-0.55848,1.0075374,1.22889,-1.45884,1.72648,1.1584345,-0.954501,1.00534,-0.097961,0.60113,2.167148,2.3885,-0.29923,2.8860906,2.318045,0.205,-1.103297,-0.404205,1.161813,1.38316,-1.304564,1.88075,1.31271,-0.800226,0.69909,2.26511,2.486458,-0.20127,2.98405,2.416007,0.30307,1.56602,1.78737,-0.90036,2.28496,1.7169149,-0.39602,0.22135,-2.46638,0.71894,0.150897,-1.962038,-2.68772,0.49759,-0.07045,-2.18339,3.18532,2.61727,0.50434,-2.68098,-0.568045,-2.112935"
"BCAS1,1.606658,2.19038,0.88335,1.297423,1.6760444,-0.27008,1.47112,3.54178,2.2840256,2.419529,0.58372,-0.723309,-0.309235,0.069387,-1.87674,-0.13553,1.9351258,0.677368,0.813,-1.307031,-0.892957,-0.514335,-2.46046,-0.719256,1.3514,0.093646,0.229149,0.41407,0.792696,-1.153431,0.58778,2.65843,1.400677,1.53618,0.37862,-1.56751,0.1737,2.24436,0.9866024,1.12211,-1.94613,-0.20492,1.86574,0.6079812,0.743484,1.74121,3.81187,2.55411,2.68961,2.07066,0.8129,0.9484,-1.122255,-1.257758,0.135503"
"BCL11A,-0.321764,-0.19835,1.44721,-0.605992,0.3831612,2.25238,1.02126,0.99759,-0.3809925,-1.317081,0.12341,1.768975,-0.284228,0.704925,2.57414,1.34303,1.3193552,-0.059228,-0.995,1.6455611,-0.407642,0.581511,2.45073,1.219613,1.19594,-0.182642,-1.11873,-2.0532,-1.06405,0.805165,-0.42595,-0.44962,-1.828203,-2.76429,0.98915,2.85837,1.62725,1.603583,0.2249994,-0.71109,1.86922,0.6381,0.61443,-0.7641537,-1.700242,-1.23111,-1.25479,-2.63337,-3.56946,-0.02367,-1.40225,-2.33834,-2.314672,-1.378584,-0.936088"
"BCL2,1.482942,1.399725,0.55668,0.68881,0.891772,0.0428,0.94289,1.87732,0.5049269,1.145088,-0.08322,-0.926263,-0.794132,-0.59117,-1.44014,-0.54005,0.3943821,-0.978015,-0.338,-0.8430455,-0.710915,-0.507953,-1.35693,-0.45683,0.4776,-0.894798,-0.254637,0.13213,0.335093,-0.513881,0.38622,1.32064,-0.051753,0.58841,0.20296,-0.64601,0.25408,1.188514,-0.1838836,0.45628,-0.84897,0.05112,0.98555,-0.3868451,0.253316,0.9001,1.83453,0.46213,1.10229,0.93443,-0.43797,0.20219,-0.732236,-1.372397,0.640161"
"BCL2A1,0.334829,0.690449,0.56585,-0.877002,0.5639887,1.26486,1.09461,1.25683,-0.0561586,0.658211,0.35562,0.231024,-1.211831,0.22916,0.93003,0.75978,0.9220041,-0.390988,0.323,-0.1245956,-1.56745,-0.12646,0.57441,0.404161,0.56638,-0.746608,-0.032238,-1.44285,-0.001865,0.699003,0.52876,0.69098,-0.622012,0.09236,1.44099,2.14186,1.97161,2.133835,0.820843,1.53521,0.70087,0.53062,0.69284,-0.6201473,0.094223,-0.17025,-0.00802,-1.32102,-0.60665,0.16222,-1.15077,-0.4364,-0.598622,-1.312992,0.71437"
"BCL2L1,0.972569,0.963754,0.48051,0.490413,0.9273752,-0.23031,1.25966,1.14876,0.7604387,1.175246,-0.00881,-0.492058,-0.482156,-0.045193,-1.20288,0.28709,0.1761895,-0.21213,0.203,-0.4832427,-0.473341,-0.036379,-1.19406,0.295908,0.185,-0.203315,0.211493,0.0099,0.446864,-0.71082,0.77915,0.66825,0.279928,0.69474,0.43696,-0.72072,0.76925,0.658345,0.2700259,0.68483,-1.15768,0.33229,0.22138,-0.1669365,0.247871,1.48997,1.37907,0.99075,1.40556,-0.1109,-0.49922,-0.08442,0.026488,-0.388319,0.414808"
"BCL6B,0.543525,0.226612,-0.1597,-0.939225,0.1576239,-0.41707,0.21965,0.04882,0.1853257,-0.473942,-0.31691,-0.703225,-1.48275,-0.385901,-0.9606,-0.32388,-0.4947094,-0.3582,-1.02,-0.3863122,-1.165837,-0.068988,-0.64369,-0.006967,-0.1778,-0.041287,-0.700554,-0.77953,0.317324,-0.257374,0.37935,0.20852,0.345026,-0.31424,1.09685,0.52215,1.15887,0.988041,1.1245506,0.46528,-0.5747,0.06202,-0.10881,0.0277018,-0.631565,0.63672,0.46589,0.6024,-0.05687,-0.17083,-0.03432,-0.69359,-0.522758,0.13651,-0.659267"
"BDNF,-0.183512,0.609267,0.47508,-1.099005,0.7739314,1.25176,-1.06643,0.10498,0.3976251,0.245418,0.79278,0.658588,-0.915493,0.957444,1.43528,-0.88292,0.2884904,0.581137,0.429,-0.1341908,-1.708272,0.164665,0.6425,-1.675697,-0.50429,-0.211642,-0.363849,-1.57408,0.298855,0.776689,-1.54151,-0.3701,-0.077451,-0.22966,1.87294,2.35077,0.03258,1.203984,1.4966306,1.34442,0.47783,-1.84036,-0.66895,-0.3763064,-0.528514,-2.31819,-1.14679,-0.85414,-1.00635,1.17141,1.46406,1.31185,0.14044,0.292647,-0.152207"
"BIRC5,-0.469526,-0.181422,0.3465,0.081572,-0.1452287,1.7329,1.55571,-0.26355,0.4643081,0.500307,0.2881,0.816031,0.551098,0.324297,2.20242,2.02523,0.2059723,0.933834,0.97,0.5279266,0.262994,0.036193,1.91432,1.737128,-0.08213,0.64573,0.681729,-0.26493,-0.491734,1.386394,1.2092,-0.61006,0.117803,0.1538,-0.2268,1.65133,1.47413,-0.345126,0.3827359,0.41874,1.87813,1.70093,-0.11832,0.6095368,0.645536,-0.17719,-1.99645,-1.26859,-1.23259,-1.81926,-1.0914,-1.0554,0.763861,0.727862,0.035999"
"BLM,0.346077,0.305015,0.33219,0.110793,0.4487379,1.52855,1.02007,0.48869,0.3212952,0.52007,-0.04106,-0.013884,-0.235284,0.102661,1.18247,0.67399,0.1426101,-0.024782,0.174,0.0271778,-0.194222,0.143723,1.22353,0.715053,0.18367,0.01628,0.215055,-0.2214,0.116545,1.196353,0.68788,0.15649,-0.010898,0.18788,0.33795,1.41775,0.90928,0.377894,0.2105023,0.40928,1.07981,0.57133,0.03995,-0.1274427,0.071332,-0.50848,-1.03986,-1.20725,-1.00848,-0.53138,-0.69877,-0.5,0.031383,-0.167392,0.198775"
"BLVRA,0.764901,0.612356,0.48046,0.07677,0.9211094,-0.21391,0.54078,1.13684,0.6508078,0.928524,-0.15254,-0.284436,-0.688131,0.156209,-0.97881,-0.22412,0.3719413,-0.114093,0.164,-0.1318916,-0.535587,0.308753,-0.82627,-0.071575,0.52449,0.038451,0.316168,-0.40369,0.440645,-0.694379,0.06032,0.65638,0.170343,0.44806,0.84434,-0.29068,0.46401,1.060072,0.5740381,0.85175,-1.13502,-0.38033,0.21573,-0.2703016,0.007415,0.7547,1.35076,0.86472,1.14244,0.59606,0.11003,0.38774,-0.208318,-0.486034,0.277716"
"BMP2,1.763533,2.646139,1.59209,0.597005,2.7612623,1.05157,1.40788,1.32181,2.0187759,1.354742,0.88261,-0.171444,-1.166529,0.997729,-0.71196,-0.35565,-0.4417209,0.255243,-0.409,-1.0540495,-2.049134,0.115124,-1.59456,-1.238255,-1.32433,-0.627363,-1.291396,-0.99508,1.169173,-0.540515,-0.18421,-0.27028,0.426687,-0.23735,2.16426,0.45457,0.81088,0.724808,1.4217713,0.75774,-1.70969,-1.35338,-1.43945,-0.7424865,-1.40652,0.35631,0.27024,0.9672,0.30317,-0.08607,0.61089,-0.05314,0.03293,0.696964,-0.664034"
"BMP4,1.082033,0.793008,0.28722,-0.055789,1.1750931,0.75816,-1.06329,1.02385,0.8890937,0.657805,-0.28903,-0.794815,-1.137822,0.09306,-0.32388,-2.14533,-0.0581847,-0.19294,-0.424,-0.5057898,-0.848797,0.382085,-0.03485,-1.856302,0.23084,0.096086,-0.135203,-0.34301,0.887875,0.470938,-1.35051,0.73663,0.601875,0.37059,1.23088,0.81395,-1.0075,1.079637,0.9448824,0.71359,-0.41694,-2.23839,-0.15124,-0.2859995,-0.517288,-1.82145,0.26569,0.13094,-0.10035,2.08714,1.95239,1.7211,-0.366044,-0.134755,-0.231289"
"BMP5,1.78993,1.92943,1.57387,-0.324815,2.9687401,2.69504,1.54556,3.78358,2.6487974,2.276682,0.1395,-0.216065,-2.114745,1.17881,0.90511,-0.24437,1.9936482,0.858867,0.487,-0.355564,-2.254245,1.039311,0.76561,-0.383866,1.85415,0.719368,0.347252,-1.89868,1.394875,1.12117,-0.0283,2.20971,1.074932,0.70282,3.29356,3.01985,1.87038,4.108393,2.9736125,2.6015,-0.2737,-1.42318,0.81484,-0.3199427,-0.692058,-1.14947,1.08854,-0.04624,-0.41835,2.23801,1.10323,0.73112,-1.506897,-1.134781,-0.372116"
"BMP6,0.600316,0.42744,0.71942,-0.983278,0.3461496,-0.09526,-1.76755,1.02249,0.4228572,-0.112859,-0.17288,0.119108,-1.583594,-0.254166,-0.69558,-2.36787,0.4221754,-0.177459,-0.713,0.291984,-1.410718,-0.081291,-0.5227,-2.19499,0.59505,-0.004583,-0.540299,-1.7027,-0.373275,-0.814688,-2.48697,0.30307,-0.296567,-0.83228,1.32943,0.88801,-0.78427,2.005769,1.4061353,0.87042,-0.44141,-2.1137,0.67634,0.0767076,-0.459009,-1.67229,1.11775,0.51812,-0.0176,2.79004,2.19041,1.65469,-1.13535,-0.599634,-0.535716"
"BMP7,-0.826524,0.201942,1.89902,0.019506,1.2356224,-0.48642,1.03533,2.55014,0.268558,-0.09411,1.02847,2.725542,0.84603,2.062147,0.3401,1.86186,3.3766677,1.095082,0.732,1.6970753,-0.182436,1.03368,-0.68836,0.833391,2.3482,0.066616,-0.296052,-1.87951,-0.663395,-2.385438,-0.86368,0.65113,-1.63046,-1.99313,1.21612,-0.50593,1.01583,2.530637,0.2490521,-0.11362,-1.72204,-0.20029,1.31452,-0.9670644,-1.329732,1.52175,3.03656,0.75498,0.39231,1.51481,-0.76678,-1.12944,-2.644253,-2.281585,-0.362668"
"BMP8A,2.057221,1.131919,1.97735,0.567738,1.5336838,2.12174,0.57413,0.89962,1.6647544,1.295061,-0.9253,-0.07987,-1.489483,-0.523537,0.06452,-1.48309,-1.1576032,-0.392466,-0.762,0.8454322,-0.564181,0.401765,0.98982,-0.557788,-0.2323,0.532836,0.163142,-1.40961,-0.443667,0.144392,-1.40322,-1.07773,-0.312596,-0.68229,0.96595,1.55401,0.00639,0.33188,1.0970165,0.72732,0.58806,-0.95955,-0.63407,0.1310707,-0.238623,-1.54761,-1.22213,-0.45699,-0.82668,0.32549,1.09062,0.72093,0.395443,0.765137,-0.369694"
"BMPR1A,0.606718,0.147193,0.02344,0.216332,0.2978651,0.6748,-0.43659,0.4099,0.0530203,0.111457,-0.45953,-0.583274,-0.390387,-0.308853,0.06808,-1.04331,-0.1968225,-0.553698,-0.495,-0.1237489,0.069139,0.150672,0.52761,-0.583786,0.2627,-0.094173,-0.035736,0.19289,0.274421,0.651356,-0.46004,0.38645,0.029576,0.08801,0.08153,0.45847,-0.65292,0.193564,-0.1633113,-0.10487,0.37693,-0.73446,0.11203,-0.2448448,-0.186408,-1.11139,-0.2649,-0.62178,-0.56334,0.84649,0.48961,0.54805,-0.298439,-0.356876,0.058437"
"BMPR1B,-0.011369,1.644797,-0.05931,0.449596,-0.7073281,-4.94408,0.33899,2.88191,-0.0332632,1.450354,1.65617,-0.047937,0.460966,-0.695959,-4.93271,0.35036,2.8932765,-0.021894,1.46,-1.7041027,-1.195201,-2.352125,-6.58888,-1.305804,1.23711,-1.67806,-0.194443,0.5089,-0.648022,-4.884775,0.3983,2.94121,0.026043,1.50966,-1.15692,-5.39368,-0.1106,2.432311,-0.4828595,1.00076,-4.23675,1.04632,3.58924,0.6740649,2.157682,5.28307,7.82599,4.91082,6.39444,2.54291,-0.37226,1.11136,-1.431553,-2.91517,1.483617"
"BMPR2,0.122327,0.249589,0.25982,0.293915,0.4488444,0.64077,0.3287,0.95228,0.2939014,0.354779,0.12726,0.13749,0.171588,0.326517,0.51844,0.20638,0.8299529,0.171574,0.232,0.0102286,0.044326,0.199255,0.39118,0.079114,0.70269,0.044312,0.10519,0.0341,0.189027,0.380948,0.06889,0.69246,0.034084,0.09496,0.15493,0.34685,0.03479,0.658365,-0.0000138,0.06086,0.19192,-0.12014,0.50344,-0.154943,-0.094065,-0.31206,0.31151,-0.34686,-0.28599,0.62358,-0.0348,0.02608,-0.597501,-0.658379,0.060878"
"BNC2,0.498461,0.136898,0.21664,-0.817012,0.0950869,-1.16771,-2.53929,-0.0111,-0.2985623,-0.600129,-0.36156,-0.281824,-1.315473,-0.403375,-1.66617,-3.03775,-0.5095647,-0.797024,-1.1,0.0797396,-0.95391,-0.041811,-1.30461,-2.676191,-0.148,-0.43546,-0.737027,-1.03365,-0.121551,-1.384348,-2.75593,-0.22774,-0.5152,-0.81677,0.9121,-0.3507,-1.72228,0.805909,0.5184497,0.21688,-1.2628,-2.63438,-0.10619,-0.3936492,-0.695216,-1.37158,1.15661,0.86915,0.56758,2.52819,2.24073,1.93916,-0.589025,-0.287459,-0.301566"
"BNIP3,-0.647919,0.343853,-0.15586,-0.177261,0.728801,0.26329,-0.20941,0.75546,0.5116005,0.596971,0.99177,0.492055,0.470658,1.37672,0.91121,0.43851,1.4033758,1.15952,1.24,-0.4997175,-0.521114,0.384948,-0.08056,-0.553267,0.4116,0.167747,0.253118,-0.0214,0.884665,0.419154,-0.05355,0.91132,0.667465,0.75284,0.90606,0.44055,-0.03215,0.932718,0.6888616,0.77423,-0.46551,-0.93821,0.02666,-0.2172005,-0.13183,-0.4727,0.49217,0.24831,0.33368,0.96487,0.72101,0.80638,-0.158486,-0.243856,0.08537"
"BORCS7,0.526222,0.566667,-0.20179,0.108725,0.470543,-0.5504,-0.12764,0.62857,0.2876537,0.421185,0.04045,-0.728012,-0.417496,-0.055679,-1.07662,-0.65387,0.1023464,-0.238568,-0.105,-0.7684566,-0.457941,-0.096124,-1.11707,-0.694311,0.0619,-0.279013,-0.145481,0.31052,0.672333,-0.348611,0.07415,0.83036,0.489444,0.62298,0.36182,-0.65913,-0.23637,0.519843,0.1789283,0.31246,-1.02094,-0.59819,0.15803,-0.1828893,-0.049358,0.42276,1.17897,0.83805,0.97159,0.75621,0.4153,0.54883,-0.207383,-0.340914,0.133532"
"BRCA1,1.045574,0.505274,0.21301,0.028501,0.4152168,0.34413,1.18028,0.37784,0.6932056,0.838983,-0.5403,-0.832561,-1.017073,-0.630358,-0.70145,0.13471,-0.667738,-0.352369,-0.207,-0.2922607,-0.476773,-0.090057,-0.16115,0.67501,-0.12744,0.187931,0.333709,-0.18451,0.202203,0.131115,0.96727,0.16482,0.480192,0.62597,0.38672,0.31563,1.15178,0.349335,0.6647041,0.81048,-0.07109,0.76507,-0.03738,0.2779888,0.423766,0.83616,0.03371,0.34908,0.49485,-0.80245,-0.48708,-0.3413,0.461146,0.315369,0.145777"
"BRCA2,0.429828,0.296773,0.493,0.151803,0.3585754,1.22276,1.48474,0.92769,0.6113765,0.138801,-0.13306,0.063169,-0.278026,-0.071253,0.79293,1.05492,0.4978659,0.181548,-0.291,0.1962237,-0.14497,0.061802,0.92599,1.187971,0.63092,0.314603,-0.157973,-0.34119,-0.134422,0.729766,0.99175,0.4347,0.11838,-0.3542,0.20677,1.07096,1.33294,0.775891,0.4595736,-0.013,0.86419,1.12617,0.56912,0.2528011,-0.219775,0.26198,-0.29507,-0.61139,-1.08396,-0.55705,-0.87337,-1.34594,-0.788894,-0.316318,-0.472576"
"BTG2,0.008678,0.280722,-0.24849,-0.48194,0.1168244,0.08228,0.39464,0.32961,-0.1319587,0.434434,0.27204,-0.257166,-0.490618,0.108147,0.0736,0.38596,0.320934,-0.140636,0.426,-0.52921,-0.762662,-0.163898,-0.19844,0.113918,0.04889,-0.412681,0.153712,-0.23345,0.365312,0.33077,0.64313,0.5781,0.116529,0.68292,0.59876,0.56422,0.87658,0.811552,0.3499814,0.91637,-0.03454,0.27782,0.21279,-0.2487831,0.317609,0.31236,0.24733,-0.21424,0.35215,-0.06503,-0.5266,0.03979,0.104822,-0.46157,0.566392"
"C5orf38,0.27124,0.710485,0.18844,0.841582,-0.1408554,-0.92483,1.52528,0.91967,1.2195158,0.55519,0.43925,-0.082797,0.570342,-0.412095,-1.19607,1.25404,0.6484336,0.948276,0.284,-0.5220421,0.131097,-0.851341,-1.63531,0.814799,0.20919,0.509031,-0.155295,0.65314,-0.329299,-1.11327,1.33684,0.73123,1.031073,0.36675,-0.98244,-1.76641,0.6837,0.078091,0.3779337,-0.28639,-0.78397,1.66614,1.06053,1.3603712,0.696045,2.45011,1.8445,2.14434,1.48002,-0.60561,-0.30577,-0.97009,-0.364484,0.299842,-0.664326"
"CA12,0.834446,1.554214,-0.49511,-0.032997,-0.0876006,-2.39957,-0.4706,0.35612,-0.0074283,0.111021,0.71977,-1.329554,-0.867443,-0.922047,-3.23402,-1.30505,-0.4783312,-0.841874,-0.723,-2.0493226,-1.587211,-1.641815,-3.95378,-2.024814,-1.1981,-1.561643,-1.443194,0.46211,0.407508,-1.904462,0.02451,0.85122,0.48768,0.60613,-0.0546,-2.36657,-0.4376,0.389112,0.0255688,0.14402,-2.31197,-0.383,0.44372,0.0801723,0.198621,1.92897,2.75569,2.39214,2.51059,0.82672,0.46317,0.58162,-0.245094,-0.363543,0.118449"
"CACNA1D,-0.326543,0.730502,-0.86761,-0.696185,0.0937766,-2.07056,-0.20122,0.81957,0.7332173,1.043921,1.05705,-0.541068,-0.369642,0.42032,-1.74401,0.12533,1.1461132,1.059761,1.37,-1.5981132,-1.426687,-0.636726,-2.80106,-0.931718,0.08907,0.002715,0.313419,0.17143,0.961388,-1.202945,0.6664,1.68718,1.600828,1.91153,0.78996,-1.37437,0.49497,1.515755,1.4294023,1.74011,-2.16433,-0.29499,0.72579,0.6394407,0.950144,1.86934,2.89013,2.80377,3.11448,1.02079,0.93443,1.24514,0.224351,-0.086353,0.310704"
"CACNA1H,0.357341,1.18717,-0.9879,-0.40929,0.2830949,-0.21576,-0.63747,0.13899,0.2663602,1.154367,0.82983,-1.345242,-0.766631,-0.074246,-0.5731,-0.99481,-0.2183525,-0.090981,0.797,-2.1750716,-1.59646,-0.904075,-1.40293,-1.824638,-1.04818,-0.92081,-0.032803,0.57861,1.270997,0.772143,0.35043,1.12689,1.254262,2.14227,0.69239,0.19353,-0.22818,0.548278,0.6756504,1.56366,-0.49885,-0.92056,-0.14411,-0.0167347,0.871272,-0.42171,0.35475,0.48212,1.37013,0.77646,0.90383,1.79183,1.015379,0.127372,0.888007"
